OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Kjeldahl nitrogen,Total,0.67,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 351.2,21OHIO_WQX,USEPA 351.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sulfate,Total,95.6,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 375.2,21OHIO_WQX,USEPA 375.2,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Aluminum,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,200.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Orthophosphate,Total,0.052,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.1,21OHIO_WQX,USEPA 365.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chloride,Total,102.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 325.1,21OHIO_WQX,USEPA 325.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,3.1,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Nitrite,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.02,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Sodium,Total,60.2,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,6.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Selenium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total dissolved solids,Total,522.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540C,21OHIO_WQX,SM 2540C,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Ammonia,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.05,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,67.0,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chromium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,120.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Phosphorus,Total,0.058,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 365.4,21OHIO_WQX,USEPA 365.4,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Cadmium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chemical oxygen demand,Total,26.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 5220D,21OHIO_WQX,SM 5220D,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Specific conductance,Total,810.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,SM 2510B,21OHIO_WQX,SM 2510B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Zinc,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,10.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Arsenic,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Barium,Total,49.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,2.7,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Total suspended solids,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,5.0,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Hardness, Ca, Mg",Total,264.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Magnesium,Total,23.6,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Manganese,Total,13.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Inorganic nitrogen (nitrate and nitrite),Total,2.01,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 350.1,21OHIO_WQX,USEPA 350.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C43863,Sample-Routine,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,4800.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM43863,Field Msr/Obs,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,,,,,,"Temperature, water",,19.5,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM43863,Field Msr/Obs,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,,,,,,Dissolved oxygen (DO),,14.25,mg/l,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM43863,Field Msr/Obs,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,,,,,,Water level reference point elevation,,1.99,ft,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM43863,Field Msr/Obs,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,,,,,,Flow,,26.0,ft3/sec,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM43863,Field Msr/Obs,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,,,,,,Dissolved oxygen saturation,,155.4,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM43863,Field Msr/Obs,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,,,,,,Specific conductance,,967.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM43863,Field Msr/Obs,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,,,,,,Specific conductance,,864.0,mho/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-FM43863,Field Msr/Obs,Water,,2014-09-23,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170067,,,,,,,,,pH,,8.8,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Arsenic,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Cadmium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.2,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Calcium,Total,75.0,mg/l,,Final,,Actual,,,,,,,,,,,,,OEPA Method,21OHIO_WQX,OEPA Method,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Copper,Total,2.9,ug/l,,Final,,Actual,,,,,,,,,,,,,SM 3113B,21OHIO_WQX,SM 3113B,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Lead,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Nitrite,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,0.02,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Total suspended solids,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,5.0,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Alkalinity, total",Total,153.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 310.1,21OHIO_WQX,USEPA 310.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Total dissolved solids,Total,604.0,mg/l,,Final,,Actual,,,,,,,,,,,,,SM 2540C,21OHIO_WQX,SM 2540C,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Strontium,Total,5170.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Zinc,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,10.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Barium,Total,55.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chemical oxygen demand,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,20.0,mg/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Chloride,Total,143.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 325.1,21OHIO_WQX,USEPA 325.1,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Iron,Total,65.0,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Nickel,Total,4.5,ug/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Aluminum,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,200.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),Present Below Quantification Limit,Chromium,Total,,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Practical Quantitation Limit,2.0,ug/l,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,"Hardness, Ca, Mg",Total,289.0,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Magnesium,Total,24.8,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-C45640,Sample-Routine,Water,,2014-10-08,,,,,,,,,,,,,1053,Ohio EPA,21OHIO_WQX-S02P08,170490,,,,OH - Water,OEPA Surface Water Sample Collection Method,OEPA Surface Water Sample Collection Method,Water Sampler (Other),,Potassium,Total,7.7,mg/l,,Final,,Actual,,,,,,,,,,,,,USEPA 200.7,21OHIO_WQX,USEPA 200.7,,DES,,,,,,,STORET
