,Year,Month,Day,Inflow volume [m3 d-1],Inflow temperature [°C],*Suspended sediment concentration [mg m-3],"*Orthophosphate, water, filtered, as phosphorus [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","*Phosphorus, water, filtered, as phosphorus [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]",Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of O2 [mg m-3],Inflow concentration of NO3 [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of aqueous iron (Fe2+) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow pH [-],Inflow concentration of CH4 [mg m-3],Inflow concentration of total solid iron (Fe3+) [mg m-3],Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]","*Suspended solids, water, unfiltered [mg m-3]"
1999-06-26,1999,6,26,1786000.149,26.966666666666665,34000.0,12.424242424242422,125.66666666666669,19.96969696969697,37.4848484848485,,8321.21212121212,,9893.939393939394,,43.75757575757575,51996.969696969696,,42848.48484848485,8.263636363636364,,,,334.757575757576,,,6.584848484848486,
1999-06-27,1999,6,27,1863067.279,27.333333333333332,25500.0,11.212121212121211,121.33333333333334,18.484848484848484,34.24242424242425,,8360.60606060606,,9896.969696969696,,35.878787878787875,51948.48484848485,,42524.242424242424,8.281818181818183,,,,215.878787878788,,,6.042424242424243,
1999-06-28,1999,6,28,1984172.7680000002,27.7,27000.0,10.0,117.0,17.0,31.0,,8400.0,,9900.0,,28.0,51900.0,,42200.0,8.3,,,,97.0,,,5.5,
1999-06-29,1999,6,29,1872853.581,27.55625,30000.0,10.0,113.375,17.0625,31.0,,8350.0,,9962.5,,27.875,52312.5,,41912.5,8.287500000000001,,,,122.625,,,5.78125,
1999-06-30,1999,6,30,1870407.005,27.412499999999998,31000.0,10.0,109.75,17.125,31.0,,8300.0,,10025.0,,27.75,52725.0,,41625.0,8.275,,,,148.25,,,6.0625,
1999-07-01,1999,7,1,2175005.661,27.26875,29500.0,10.0,106.125,17.1875,31.0,,8250.0,,10087.5,,27.625,53137.5,,41337.5,8.262500000000001,,,,173.875,,,6.34375,
1999-07-02,1999,7,2,2267975.531,27.125,32000.0,10.0,102.5,17.25,31.0,,8200.0,,10150.0,,27.5,53550.0,,41050.0,8.25,,,,199.5,,,6.625,
1999-07-03,1999,7,3,2260635.805,26.98125,32500.0,10.0,98.875,17.3125,31.0,,8150.0,,10212.5,,27.375,53962.5,,40762.5,8.2375,,,,225.125,,,6.90625,
1999-07-04,1999,7,4,1975609.754,26.8375,35000.0,10.0,95.25,17.375,31.0,,8100.0,,10275.0,,27.25,54375.0,,40475.0,8.225,,,,250.75,,,7.1875,
1999-07-05,1999,7,5,1405557.6519999998,26.693749999999998,34500.0,10.0,91.625,17.4375,31.0,,8050.0,,10337.5,,27.125,54787.5,,40187.5,8.2125,,,,276.375,,,7.46875,
1999-07-06,1999,7,6,1374975.457,26.549999999999997,34500.0,10.0,88.0,17.5,31.0,,8000.0,,10400.0,,27.0,55200.0,,39900.0,8.2,,,,302.0,,,7.75,
1999-07-07,1999,7,7,1363965.8669999999,26.40625,40000.0,10.0,84.375,17.5625,31.0,,7950.0,,10462.5,,26.875,55612.5,,39612.5,8.1875,,,,327.625,,,8.03125,
1999-07-08,1999,7,8,1275889.147,26.2625,36000.0,10.0,80.75,17.625,31.0,,7900.0,,10525.0,,26.75,56025.0,,39325.0,8.175,,,,353.25,,,8.3125,
1999-07-09,1999,7,9,1576817.94,26.11875,38500.0,10.0,77.125,17.6875,31.0,,7850.0,,10587.5,,26.625,56437.5,,39037.5,8.1625,,,,378.875,,,8.59375,
1999-07-10,1999,7,10,1441032.997,25.974999999999998,40000.0,10.0,73.5,17.75,31.0,,7800.0,,10650.0,,26.5,56850.0,,38750.0,8.15,,,,404.5,,,8.875,
1999-07-11,1999,7,11,1214724.759,25.831249999999997,35000.0,10.0,69.875,17.8125,31.0,,7750.0,,10712.5,,26.375,57262.5,,38462.5,8.1375,,,,430.125,,,9.15625,
1999-07-12,1999,7,12,1038571.319,25.6875,33000.0,10.0,66.25,17.875,31.0,,7700.0,,10775.0,,26.25,57675.0,,38175.0,8.125,,,,455.75,,,9.4375,
1999-07-13,1999,7,13,1074046.665,25.54375,31500.0,10.0,62.625,17.9375,31.0,,7650.0,,10837.5,,26.125,58087.5,,37887.5,8.112499999999999,,,,481.375,,,9.71875,
1999-07-14,1999,7,14,954164.463,25.4,22500.0,10.0,59.0,18.0,31.0,,7600.0,,10900.0,,26.0,58500.0,,37600.0,8.1,,,,507.0,,,10.0,
1999-07-15,1999,7,15,933368.5707,25.238095238095237,20000.0,10.0,59.61904761904762,18.761904761904763,31.0,,7576.190476190476,,10861.842105263158,,26.0,59428.57142857143,,37738.09523809524,8.095238095238095,,,,519.1428571428571,,,9.966666666666667,
1999-07-16,1999,7,16,754768.5559,25.076190476190476,19000.0,10.0,60.23809523809524,19.523809523809526,31.0,,7552.380952380952,,10823.684210526315,,26.0,60357.142857142855,,37876.19047619047,8.09047619047619,,,,531.2857142857143,,,9.933333333333334,
1999-07-17,1999,7,17,689934.304,24.914285714285715,20000.0,10.0,60.857142857142854,20.285714285714285,31.0,,7528.571428571428,,10785.526315789473,,26.0,61285.71428571428,,38014.28571428572,8.085714285714285,,,,543.4285714285714,,,9.9,
1999-07-18,1999,7,18,834282.2612,24.75238095238095,21500.0,10.0,61.476190476190474,21.047619047619047,31.0,,7504.761904761905,,10747.368421052632,,26.0,62214.28571428572,,38152.380952380954,8.08095238095238,,,,555.5714285714286,,,9.866666666666667,
1999-07-19,1999,7,19,881990.4842,24.59047619047619,21500.0,10.0,62.095238095238095,21.80952380952381,31.0,,7480.952380952381,,10709.21052631579,,26.0,63142.857142857145,,38290.47619047619,8.076190476190476,,,,567.7142857142857,,,9.833333333333334,
1999-07-20,1999,7,20,814709.6568,24.428571428571427,23500.0,10.0,62.714285714285715,22.57142857142857,31.0,,7457.142857142857,,10671.052631578947,,26.0,64071.42857142857,,38428.57142857143,8.071428571428571,,,,579.8571428571429,,,9.8,
1999-07-21,1999,7,21,911349.3909,24.266666666666666,25500.0,10.0,63.333333333333336,23.333333333333332,31.0,,7433.333333333333,,10632.894736842105,,26.0,65000.0,,38566.666666666664,8.066666666666666,,,,592.0,,,9.766666666666667,
1999-07-22,1999,7,22,1338276.824,24.104761904761904,30000.0,10.0,63.95238095238095,24.095238095238095,31.0,,7409.523809523809,,10594.736842105263,,26.0,65928.57142857143,,38704.76190476191,8.061904761904762,,,,604.1428571428571,,,9.733333333333334,
1999-07-23,1999,7,23,2007415.236,23.942857142857143,38000.0,10.0,64.57142857142857,24.857142857142858,31.0,,7385.714285714285,,10556.578947368422,,26.0,66857.14285714286,,38842.857142857145,8.057142857142857,,,,616.2857142857142,,,9.700000000000001,
1999-07-24,1999,7,24,3510835.909,23.78095238095238,49500.0,10.0,65.19047619047619,25.61904761904762,31.0,,7361.9047619047615,,10518.421052631578,,26.0,67785.71428571429,,38980.95238095238,8.052380952380952,,,,628.4285714285714,,,9.666666666666668,
1999-07-25,1999,7,25,4942082.603,23.619047619047617,42500.0,10.0,65.80952380952381,26.38095238095238,31.0,,7338.0952380952385,,10480.263157894737,,26.0,68714.28571428571,,39119.04761904762,8.047619047619047,,,,640.5714285714286,,,9.633333333333333,
1999-07-26,1999,7,26,4685192.171,23.457142857142856,41000.0,10.0,66.42857142857143,27.142857142857142,31.0,,7314.285714285715,,10442.105263157895,,26.0,69642.85714285714,,39257.142857142855,8.042857142857143,,,,652.7142857142858,,,9.6,
1999-07-27,1999,7,27,3033753.6769999997,23.295238095238094,35500.0,10.0,67.04761904761905,27.904761904761905,31.0,,7290.476190476191,,10403.947368421053,,26.0,70571.42857142857,,39395.23809523809,8.038095238095238,,,,664.8571428571429,,,9.566666666666666,
1999-07-28,1999,7,28,2234946.762,23.133333333333333,28500.0,10.0,67.66666666666667,28.666666666666664,31.0,,7266.666666666667,,10365.78947368421,,26.0,71500.0,,39533.333333333336,8.033333333333333,,,,677.0,,,9.533333333333333,
1999-07-29,1999,7,29,1778660.4219999998,22.97142857142857,24500.0,10.0,68.28571428571429,29.428571428571427,31.0,,7242.857142857143,,10327.631578947368,,26.0,72428.57142857142,,39671.42857142857,8.028571428571428,,,,689.1428571428571,,,9.5,
1999-07-30,1999,7,30,1388431.622,22.80952380952381,24000.0,10.0,68.9047619047619,30.19047619047619,31.0,,7219.047619047619,,10289.473684210527,,26.0,73357.14285714286,,39809.52380952381,8.023809523809524,,,,701.2857142857142,,,9.466666666666667,
1999-07-31,1999,7,31,1225734.3490000002,22.64761904761905,19000.0,10.0,69.52380952380952,30.952380952380953,31.0,,7195.238095238095,,10251.315789473685,,26.0,74285.71428571429,,39947.619047619046,8.019047619047619,,,,713.4285714285714,,,9.433333333333334,
1999-08-01,1999,8,1,1060590.499,22.485714285714288,18000.0,10.0,70.14285714285714,31.714285714285715,31.0,,7171.428571428572,,10213.157894736842,,26.0,75214.28571428571,,40085.71428571428,8.014285714285714,,,,725.5714285714286,,,9.4,
1999-08-02,1999,8,2,916242.542,22.323809523809523,14000.0,10.0,70.76190476190476,32.476190476190474,31.0,,7147.619047619048,,10175.0,,26.0,76142.85714285714,,40223.80952380953,8.00952380952381,,,,737.7142857142857,,,9.366666666666667,
1999-08-03,1999,8,3,904009.6643,22.16190476190476,17000.0,10.0,71.38095238095238,33.23809523809524,31.0,,7123.809523809524,,10136.842105263158,,26.0,77071.42857142858,,40361.90476190476,8.004761904761905,,,,749.8571428571429,,,9.333333333333334,
1999-08-04,1999,8,4,976183.6428,22.0,20000.0,10.0,72.0,34.0,31.0,,7100.0,,10098.684210526317,,26.0,78000.0,,40500.0,8.0,,,,762.0,,,9.3,
1999-08-05,1999,8,5,934591.8586,21.963636363636365,22000.0,10.181818181818182,72.7090909090909,34.127272727272725,31.272727272727273,,7096.363636363636,,10060.526315789473,,26.0,78654.54545454546,,40750.90909090909,7.992727272727273,,,,754.1090909090909,,,9.312727272727274,
1999-08-06,1999,8,6,910126.103,21.927272727272726,21500.0,10.363636363636363,73.41818181818182,34.25454545454546,31.545454545454547,,7092.727272727273,,10022.368421052632,,26.0,79309.09090909091,,41001.818181818184,7.985454545454545,,,,746.2181818181818,,,9.325454545454546,
1999-08-07,1999,8,7,711953.4839,21.89090909090909,21000.0,10.545454545454545,74.12727272727273,34.38181818181818,31.818181818181817,,7089.090909090909,,9984.21052631579,,26.0,79963.63636363637,,41252.72727272727,7.9781818181818185,,,,738.3272727272728,,,9.33818181818182,
1999-08-08,1999,8,8,792690.4769,21.854545454545455,21500.0,10.727272727272727,74.83636363636364,34.50909090909091,32.09090909090909,,7085.454545454545,,9946.052631578947,,26.0,80618.18181818182,,41503.63636363636,7.970909090909091,,,,730.4363636363637,,,9.350909090909092,
1999-08-09,1999,8,9,693604.1673,21.818181818181817,18500.0,10.90909090909091,75.54545454545455,34.63636363636363,32.36363636363637,,7081.818181818182,,9907.894736842105,,26.0,81272.72727272728,,41754.545454545456,7.963636363636364,,,,722.5454545454545,,,9.363636363636365,
1999-08-10,1999,8,10,754768.556,21.78181818181818,19000.0,11.09090909090909,76.25454545454545,34.763636363636365,32.63636363636363,,7078.181818181818,,9869.736842105263,,26.0,81927.27272727272,,42005.454545454544,7.956363636363636,,,,714.6545454545454,,,9.376363636363637,
1999-08-11,1999,8,11,833058.9734,21.745454545454546,20500.0,11.272727272727273,76.96363636363637,34.89090909090909,32.90909090909091,,7074.545454545455,,9831.578947368422,,26.0,82581.81818181818,,42256.36363636364,7.949090909090909,,,,706.7636363636364,,,9.38909090909091,
1999-08-12,1999,8,12,774341.1603,21.70909090909091,18000.0,11.454545454545455,77.67272727272727,35.018181818181816,33.18181818181818,,7070.909090909091,,9793.421052631578,,26.0,83236.36363636363,,42507.27272727273,7.941818181818181,,,,698.8727272727273,,,9.401818181818182,
1999-08-13,1999,8,13,836728.8367,21.672727272727272,23000.0,11.636363636363637,78.38181818181818,35.14545454545455,33.45454545454545,,7067.272727272727,,9755.263157894737,,26.0,83890.90909090909,,42758.181818181816,7.934545454545455,,,,690.9818181818182,,,9.414545454545456,
1999-08-14,1999,8,14,938261.7217,21.636363636363637,29000.0,11.818181818181818,79.0909090909091,35.27272727272727,33.72727272727273,,7063.636363636364,,9717.105263157895,,26.0,84545.45454545454,,43009.09090909091,7.927272727272727,,,,683.0909090909091,,,9.427272727272728,
1999-08-15,1999,8,15,765778.1459,21.6,26500.0,12.0,79.8,35.4,34.0,,7060.0,,9678.947368421053,,26.0,85200.0,,43260.0,7.92,,,,675.2,,,9.440000000000001,
1999-08-16,1999,8,16,1033678.168,21.563636363636363,27000.0,12.181818181818182,80.50909090909092,35.527272727272724,34.27272727272727,,7056.363636363636,,9640.78947368421,,26.0,85854.54545454546,,43510.90909090909,7.912727272727273,,,,667.3090909090909,,,9.452727272727273,
1999-08-17,1999,8,17,1382315.1840000001,21.527272727272727,26000.0,12.363636363636363,81.21818181818182,35.654545454545456,34.54545454545455,,7052.727272727273,,9602.631578947368,,26.0,86509.09090909091,,43761.818181818184,7.905454545454545,,,,659.4181818181818,,,9.465454545454547,
1999-08-18,1999,8,18,1018998.715,21.490909090909092,22500.0,12.545454545454545,81.92727272727272,35.78181818181818,34.81818181818182,,7049.090909090909,,9564.473684210527,,26.0,87163.63636363637,,44012.72727272727,7.898181818181818,,,,651.5272727272727,,,9.478181818181818,
1999-08-19,1999,8,19,803700.0669,21.454545454545453,20000.0,12.727272727272727,82.63636363636364,35.90909090909091,35.09090909090909,,7045.454545454545,,9526.315789473685,,26.0,87818.18181818182,,44263.63636363636,7.890909090909091,,,,643.6363636363636,,,9.490909090909092,
1999-08-20,1999,8,20,867311.0311,21.418181818181818,24500.0,12.90909090909091,83.34545454545454,36.03636363636364,35.36363636363636,,7041.818181818182,,9488.157894736842,,26.0,88472.72727272726,,44514.545454545456,7.883636363636364,,,,635.7454545454545,,,9.503636363636364,
1999-08-21,1999,8,21,818379.5202,21.381818181818183,24000.0,13.09090909090909,84.05454545454546,36.163636363636364,35.63636363636363,,7038.181818181818,,9450.0,,26.0,89127.27272727272,,44765.454545454544,7.876363636363636,,,,627.8545454545455,,,9.516363636363637,
1999-08-22,1999,8,22,767001.4337,21.345454545454544,22000.0,13.272727272727273,84.76363636363637,36.29090909090909,35.90909090909091,,7034.545454545455,,9411.842105263158,,26.0,89781.81818181818,,45016.36363636363,7.869090909090909,,,,619.9636363636364,,,9.52909090909091,
1999-08-23,1999,8,23,758438.4193,21.30909090909091,22000.0,13.454545454545455,85.47272727272727,36.41818181818182,36.18181818181818,,7030.909090909091,,9373.684210526317,,26.0,90436.36363636363,,45267.27272727273,7.861818181818181,,,,612.0727272727272,,,9.541818181818183,
1999-08-24,1999,8,24,708283.6206,21.272727272727273,19000.0,13.636363636363637,86.18181818181819,36.54545454545455,36.45454545454545,,7027.272727272727,,9335.526315789473,,26.0,91090.90909090909,,45518.181818181816,7.8545454545454545,,,,604.1818181818182,,,9.554545454545455,
1999-08-25,1999,8,25,725409.6494,21.236363636363638,17500.0,13.818181818181818,86.89090909090909,36.67272727272727,36.72727272727273,,7023.636363636364,,9297.368421052632,,26.0,91745.45454545454,,45769.09090909091,7.847272727272727,,,,596.290909090909,,,9.567272727272728,
1999-08-26,1999,8,26,819602.808,21.2,20500.0,14.0,87.6,36.8,37.0,,7020.0,,9259.21052631579,,26.0,92400.0,,46020.0,7.84,,,,588.4,,,9.58,
1999-08-27,1999,8,27,1189035.716,21.163636363636364,26500.0,14.181818181818182,88.30909090909091,36.92727272727273,37.27272727272727,,7016.363636363636,,9221.052631578947,,26.0,93054.54545454546,,46270.90909090909,7.832727272727273,,,,580.5090909090909,,,9.592727272727274,
1999-08-28,1999,8,28,1257539.831,21.12727272727273,28500.0,14.363636363636363,89.01818181818182,37.054545454545455,37.54545454545455,,7012.727272727273,,9182.894736842105,,26.0,93709.09090909091,,46521.818181818184,7.825454545454545,,,,572.6181818181818,,,9.605454545454545,
1999-08-29,1999,8,29,1043464.4709999999,21.09090909090909,26000.0,14.545454545454547,89.72727272727272,37.18181818181818,37.81818181818182,,7009.090909090909,,9144.736842105263,,26.0,94363.63636363637,,46772.72727272727,7.818181818181818,,,,564.7272727272727,,,9.618181818181819,
1999-08-30,1999,8,30,905232.9521,21.054545454545455,25000.0,14.727272727272727,90.43636363636364,37.30909090909091,38.09090909090909,,7005.454545454545,,9106.578947368422,,26.0,95018.18181818182,,47023.63636363637,7.810909090909091,,,,556.8363636363637,,,9.63090909090909,
1999-08-31,1999,8,31,862417.88,21.01818181818182,24000.0,14.90909090909091,91.14545454545454,37.43636363636364,38.36363636363636,,7001.818181818182,,9068.42105263158,,26.0,95672.72727272726,,47274.545454545456,7.803636363636364,,,,548.9454545454546,,,9.643636363636364,
1999-09-01,1999,9,1,879543.9088,20.98181818181818,22500.0,15.09090909090909,91.85454545454546,37.56363636363636,38.63636363636363,,6998.181818181818,,9030.263157894737,,26.0,96327.27272727274,,47525.454545454544,7.796363636363636,,,,541.0545454545454,,,9.656363636363636,
1999-09-02,1999,9,2,1032454.8809999999,20.945454545454545,25000.0,15.272727272727273,92.56363636363636,37.69090909090909,38.90909090909091,,6994.545454545455,,8992.105263157895,,26.0,96981.81818181818,,47776.36363636363,7.789090909090909,,,,533.1636363636364,,,9.66909090909091,
1999-09-03,1999,9,3,924805.5564,20.90909090909091,19500.0,15.454545454545455,93.27272727272728,37.81818181818182,39.18181818181818,,6990.909090909091,,8953.947368421053,,26.0,97636.36363636363,,48027.27272727273,7.781818181818181,,,,525.2727272727273,,,9.681818181818182,
1999-09-04,1999,9,4,716846.635,20.87272727272727,17000.0,15.636363636363637,93.98181818181818,37.945454545454545,39.45454545454545,,6987.272727272727,,8915.78947368421,,26.0,98290.90909090909,,48278.181818181816,7.774545454545454,,,,517.3818181818182,,,9.694545454545455,
1999-09-05,1999,9,5,500324.6992,20.836363636363636,17000.0,15.818181818181818,94.69090909090909,38.07272727272727,39.72727272727273,,6983.636363636364,,8877.631578947368,,26.0,98945.45454545454,,48529.09090909091,7.767272727272727,,,,509.4909090909091,,,9.707272727272727,
1999-09-06,1999,9,6,392675.3751,20.8,15500.0,16.0,95.4,38.2,40.0,,6980.0,,8839.473684210527,,26.0,99600.0,,48780.0,7.76,,,,501.6,,,9.72,
1999-09-07,1999,9,7,375549.3463,20.763636363636365,15500.0,16.18181818181818,96.10909090909091,38.32727272727273,40.27272727272727,,6976.363636363636,,8801.315789473683,,26.0,100254.54545454546,,49030.90909090909,7.752727272727273,,,,493.70909090909095,,,9.732727272727272,
1999-09-08,1999,9,8,311938.3821,20.727272727272727,15500.0,16.363636363636363,96.81818181818181,38.45454545454545,40.54545454545455,,6972.727272727273,,8763.157894736842,,26.0,100909.09090909091,,49281.818181818184,7.745454545454545,,,,485.8181818181818,,,9.745454545454546,
1999-09-09,1999,9,9,464849.3538,20.69090909090909,14500.0,16.545454545454547,97.52727272727273,38.58181818181818,40.81818181818181,,6969.090909090909,,8725.0,,26.0,101563.63636363635,,49532.72727272727,7.738181818181818,,,,477.92727272727274,,,9.758181818181818,
1999-09-10,1999,9,10,436713.735,20.654545454545456,18000.0,16.727272727272727,98.23636363636363,38.70909090909091,41.09090909090909,,6965.454545454545,,8686.842105263158,,26.0,102218.18181818182,,49783.63636363637,7.7309090909090905,,,,470.03636363636366,,,9.770909090909091,
1999-09-11,1999,9,11,341297.2887,20.618181818181817,18000.0,16.90909090909091,98.94545454545454,38.836363636363636,41.36363636363636,,6961.818181818182,,8648.684210526317,,26.0,102872.72727272726,,50034.545454545456,7.723636363636364,,,,462.1454545454545,,,9.783636363636363,
1999-09-12,1999,9,12,391452.0874,20.581818181818182,22500.0,17.09090909090909,99.65454545454546,38.96363636363636,41.63636363636363,,6958.181818181818,,8610.526315789473,,26.0,103527.27272727272,,50285.454545454544,7.716363636363636,,,,454.25454545454545,,,9.796363636363637,
1999-09-13,1999,9,13,556595.9368,20.545454545454547,22500.0,17.272727272727273,100.36363636363636,39.09090909090909,41.90909090909091,,6954.545454545455,,8572.368421052632,,26.0,104181.81818181818,,50536.36363636363,7.709090909090909,,,,446.3636363636364,,,9.809090909090909,
1999-09-14,1999,9,14,467295.9293,20.509090909090908,16000.0,17.454545454545453,101.07272727272728,39.21818181818182,42.18181818181818,,6950.909090909091,,8534.21052631579,,26.0,104836.36363636363,,50787.27272727273,7.701818181818181,,,,438.4727272727273,,,9.821818181818182,
1999-09-15,1999,9,15,357200.0297,20.472727272727273,15500.0,17.636363636363637,101.78181818181818,39.345454545454544,42.45454545454545,,6947.272727272727,,8496.052631578947,,26.0,105490.90909090909,,51038.181818181816,7.694545454545454,,,,430.5818181818182,,,9.834545454545454,
